Recording	Participant	Timeline	TOI	Interval	Media	AOI	post	pre	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 22			5	16688	274	67	833	61	155911	233	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.37826	14973	267	67	833	56	155911	233	3.3795	19386	1077	133	2598	18	155911	416	20052	1114	200	2631	18	155894	433	0			0			35	167352	156327	43	118.26													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 23			5	9477	226	67	616	42	201378	616	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.37583	9110	228	67	616	40	201378	616	3.37516	10542	527	67	3881	20	201378	616	11192	560	83	3931	20	201361	633	0			0			20	201361	201994	263.68	49.82													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 24			5	14723	289	83	1099	51	202028	333	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.3173	13857	295	83	1099	47	202028	333	3.32291	16355	861	83	3164	19	202028	333	16938	891	100	3181	19	201994	366	0			0			27	201994	202361	49.82	129.62													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 25			5	25873	319	67	1199	81	332959	108	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.29087	21285	308	67	1016	69	333250	749	3.30177	30919	3092	516	9360	10	332959	4122	31269	3127	550	9377	10	332959	4122	0			0			55	338163	337081	176.45	287.18													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 26			5	3314	331	133	716	10	348140	366	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.36874	3181	353	200	716	9	348140	366	3.36567	3531	1177	650	2165	3	348140	650	3581	1194	666	2198	3	348123	666	0			0			7	348123	348789	283.82	277.33													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 27			5	2665	266	67	749	10	345425	167	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.26879	2398	266	67	749	9	345425	167	3.28216	2898	483	67	1799	6	345425	466	3131	522	117	1832	6	345408	483	0			0			3	345408	345891	42.71	46.75													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 28			5	266	266	266	266	1	370907	266	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.43804	266	266	266	266	1	370907	266	3.43804	266	266	266	266	1	370907	266	300	300	300	300	1	370873	300	0			0			0	370873	371173	113.33	170.93													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 29			5	566	283	200	366	2	348140	366	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.52654	566	283	200	366	2	348140	366	3.52654	566	283	200	366	2	348140	366	600	300	217	383	2	348123	383	0			0			0	348123	348506	283.82	120.83													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 30			5	1332	333	250	566	4	348539	250	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.38454	1332	333	250	566	4	348539	250	3.38454	1332	333	250	566	4	348539	250	1449	362	283	583	4	348506	283	0			0			0	348506	348789	120.83	277.33													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 31			5	1016	508	300	716	2	371723	716	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.23227	1016	508	300	716	2	371723	716	3.23227	1016	508	300	716	2	371723	716	1099	550	333	766	2	371673	766	0			0			0	371673	372439	60.59	58.6													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 32			5	0				0			"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"			0				0				0				0			0				0			0			0			0																	
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 33			5	4014	175	67	383	23	337347	150	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.34896	3814	173	67	383	22	337347	150	3.3508	4730	1182	183	2981	4	337347	816	4896	1224	233	3015	4	337314	849	0			0			18	339479	338163	91.58	176.45													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 34			5	4214	248	67	450	17	350921	383	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.24168	3831	239	67	450	16	352203	450	3.2375	4896	816	133	2865	6	350921	383	5180	863	183	2931	6	350888	416	0			0			9	352153	367359	221.31	49.25													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 35			5	7628	246	67	516	31	345192	217	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.36796	6162	228	67	483	27	345192	217	3.37474	8860	738	117	2332	12	345192	217	9210	768	133	2365	12	345158	250	0			0			15	345158	345408	39.24	42.71													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 36			5	71793	278	45	1116	258	397959	45	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.47444	58475	276	67	1116	212	398370	117	3.47468	90538	4115	83	28891	22	397959	6440	91454	4157	100	28908	22	397959	6440	0			0			163	406265	407097	225.12	174.76													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 37			5	2548	283	83	700	9	512131	133	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.41606	2548	283	83	700	9	512131	133	3.41606	2748	1374	949	1799	2	512131	1799	2815	1407	966	1849	2	512081	1849	0			0			7	512081	553668	220.45	182.98													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 38			5	9060	259	67	516	35	476876	83	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.43591	7528	260	67	516	29	476876	83	3.44699	10859	1357	67	8494	8	476876	83	11142	1393	100	8511	8	476859	100	0			0			19	476859	476959	34.09	46.9													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 39			5	949	475	250	700	2	513680	250	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.56844	949	475	250	700	2	513680	250	3.56844	949	475	250	700	2	513680	250	999	500	283	716	2	513646	283	0			0			0	513646	553668	67.02	182.98													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 40			5	500	167	83	300	3	513347	300	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.35931	500	167	83	300	3	513347	300	3.35931	533	266	233	300	2	513347	300	583	291	250	333	2	513313	333	0			0			1	513313	513646	58.26	67.02													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 41			5	583	583	583	583	1	512730	583	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.26905	583	583	583	583	1	512730	583	3.26905	583	583	583	583	1	512730	583	616	616	616	616	1	512697	616	0			0			0	512697	513313	91.39	58.26													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 42			5	366	183	133	233	2	512131	133	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.36025	366	183	133	233	2	512131	133	3.36025	366	183	133	233	2	512131	133	450	225	183	266	2	512081	183	0			0			0	512081	512264	220.45	36.95													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 43			5	150	150	150	150	1	512281	150	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.34835	150	150	150	150	1	512281	150	3.34835	150	150	150	150	1	512281	150	167	167	167	167	1	512264	167	0			0			0	512264	512431	36.95	68.97													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 44			5	13923	253	83	516	55	404916	483	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.35532	13457	254	83	516	53	404916	483	3.35649	15322	1094	100	3064	14	404916	1349	15872	1134	150	3114	14	404899	1366	0			0			39	404899	406265	51.2	225.12													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 45			5	8994	281	100	1149	32	430048	766	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.37033	7628	254	100	766	30	430048	766	3.34994	10026	1253	167	3797	8	430048	766	10276	1284	183	3831	8	430031	783	0			0			22	430031	469614	501.54	30.66													
Recording23	Participant6	Timeline1	Entire Recording	1	Screen Recording Recording23	Rectangle 46			5	16288	276	67	1166	59	459871	67	"Rectangle 1,Rectangle 8,Rectangle 15,Rectangle 26,Rectangle 37,Rectangle 39"		3.34891	14373	276	67	1166	52	459871	67	3.34191	18653	1166	67	5846	16	459871	67	19286	1205	133	5862	16	459805	133	0			0			36	459805	459938	131.32	33.01													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle			9	29813	226	64	583	132	34840	64	"Rectangle 15,Rectangle 37,Rectangle 42"		2.80034	29229	228	67	583	128	34921	83	2.79911	34860	3169	204	13107	11	34840	6826	35360	3215	287	13157	11	34840	6826	0			0			115	41882	41666	119.2	58.14													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 1			9	9377	268	83	650	35	41682	200	"Rectangle 15,Rectangle 37,Rectangle 42"		2.75245	9094	276	83	650	33	41682	200	2.75382	11025	1002	200	4247	11	41682	200	11492	1045	217	4264	11	41666	217	0			0			19	41666	41882	58.14	119.2													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 2			9	1582	316	150	466	5	41682	200	"Rectangle 15,Rectangle 37,Rectangle 42"		2.77548	1582	316	150	466	5	41682	200	2.77548	1632	544	150	1282	3	41682	200	1749	583	183	1349	3	41666	217	0			0			2	41666	41882	58.14	119.2													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 3			9	1599	178	100	350	9	58471	350	"Rectangle 15,Rectangle 37,Rectangle 42"		2.78755	1482	185	100	350	8	58471	350	2.79755	1682	336	117	550	5	58471	550	1932	386	133	600	5	58421	600	0			0			4	58421	59020	233.89	290.09													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 4			9	4014	268	83	633	15	61535	250	"Rectangle 15,Rectangle 37,Rectangle 42"		2.73278	3847	275	83	633	14	61535	250	2.73238	4847	808	83	1849	6	61535	416	5030	838	100	1865	6	61518	433	0			0			7	63833	61951	541.48	325													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 5			9	1899	380	217	650	5	69713	333	"Rectangle 15,Rectangle 37,Rectangle 42"		2.75523	1899	380	217	650	5	69713	333	2.75523	1899	380	217	650	5	69713	333	2115	423	250	700	5	69679	366	0			0			0	69679	70046	66.2	386.43													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 6			9	616	308	283	333	2	78423	283	"Rectangle 15,Rectangle 37,Rectangle 42"		2.74322	616	308	283	333	2	78423	283	2.74322	650	650	650	650	1	78423	650	700	700	700	700	1	78373	700	0			0			1	78373	79073	184.85	146.16													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 7			9	10232	256	54	1133	40	86480	54	"Rectangle 15,Rectangle 37,Rectangle 42"		2.7786	9343	260	117	1133	36	86551	150	2.78388	11298	941	268	1420	12	86480	1420	11831	986	335	1420	12	86480	1420	0			0			27	89065	87900	142.43	162.56													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 8			9	22267	250	67	683	89	87933	666	"Rectangle 15,Rectangle 37,Rectangle 42"		2.71691	21551	251	67	683	86	87933	666	2.71736	26664	2222	683	4863	12	87933	766	27231	2269	733	4913	12	87900	799	0			0			66	87900	91397	162.56	180.71													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 9			9	2498	208	67	666	12	87933	666	"Rectangle 15,Rectangle 37,Rectangle 42"		2.74939	2498	208	67	666	12	87933	666	2.74939	2848	570	67	1066	5	87933	766	3015	603	83	1116	5	87900	799	0			0			6	87900	91397	162.56	180.71													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 10			9	7828	237	67	683	33	93729	200	"Rectangle 15,Rectangle 37,Rectangle 42"		2.73919	7595	245	67	683	31	93729	200	2.7406	9776	1222	83	3248	8	93729	700	10159	1270	117	3314	8	93696	733	0			0			19	93696	94428	44.89	177.29													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 11			9	4897	288	100	616	17	108851	616	"Rectangle 15,Rectangle 37,Rectangle 42"		2.72951	4897	288	100	616	17	108851	616	2.72951	5529	1382	1149	1782	4	108851	1166	5646	1411	1166	1799	4	108818	1199	0			0			12	108818	110017	136.9	389.48													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 12			9	2482	310	150	483	8	111150	266	"Rectangle 15,Rectangle 37,Rectangle 42"		2.70419	1999	286	150	466	7	111150	266	2.70317	2598	866	266	1849	3	111150	266	2715	905	316	1899	3	111100	316	0			0			5	111100	111416	161.13	32.99													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 13			9	4397	244	83	650	18	121226	250	"Rectangle 15,Rectangle 37,Rectangle 42"		2.6475	4397	244	83	650	18	121226	250	2.6475	4863	4863	4863	4863	1	121226	4863	4913	4913	4913	4913	1	121176	4913	0			0			17	121176	126089	382.47	171.71													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 14			9	96065	315	67	1632	305	129687	150	"Rectangle 15,Rectangle 37,Rectangle 42"		3.03913	90919	314	67	1632	290	129687	150	3.03506	112070	3396	117	25698	33	129687	3914	113669	3445	183	25732	33	129670	3931	0			0			226	136648	136299	98.8	102.68													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 15			9	5546	264	100	566	21	223487	100	"Rectangle 15,Rectangle 37,Rectangle 42"		2.9904	5546	264	100	566	21	223487	100	2.9904	5946	743	283	2115	8	223487	350	6262	783	300	2165	8	223437	400	0			0			13	223437	223836	98.2	149.82													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 16			9	5196	217	83	700	24	208797	150	"Rectangle 15,Rectangle 37,Rectangle 42"		3.04333	5096	222	83	700	23	208797	150	3.04623	5763	480	117	1116	12	208797	300	6296	525	150	1182	12	208747	350	0			0			10	208747	209097	142.82	247.72													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 17			9	416	208	200	217	2	223620	217	"Rectangle 15,Rectangle 37,Rectangle 42"		3.04696	416	208	200	217	2	223620	217	3.04696	416	208	200	217	2	223620	217	500	250	250	250	2	223586	250	0			0			0	223586	223836	59.54	149.82													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 18			9	1282	256	100	433	5	223487	100	"Rectangle 15,Rectangle 37,Rectangle 42"		3.05854	1282	256	100	433	5	223487	100	3.05854	1299	325	100	700	4	223487	100	1432	358	150	733	4	223437	150	0			0			1	223437	223586	98.2	59.54													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 19			9	666	222	117	366	3	231498	366	"Rectangle 15,Rectangle 37,Rectangle 42"		2.96346	666	222	117	366	3	231498	366	2.96346	683	341	316	366	2	231498	366	749	375	350	400	2	231464	400	0			0			1	231464	231864	106.51	90.7													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 20			9	2265	283	133	566	8	231897	300	"Rectangle 15,Rectangle 37,Rectangle 42"		2.96697	2265	283	133	566	8	231897	300	2.96697	2298	328	133	566	7	231897	300	2548	364	167	600	7	231864	333	0			0			1	231864	232197	90.7	90.16													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 21			9	916	305	266	366	3	232230	366	"Rectangle 15,Rectangle 37,Rectangle 42"		2.94684	916	305	266	366	3	232230	366	2.94684	916	305	266	366	3	232230	366	1033	344	300	400	3	232197	400	0			0			0	232197	232597	90.16	102.7													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 22			9	8794	293	83	666	30	162430	383	"Rectangle 15,Rectangle 37,Rectangle 42"		3.06385	8794	293	83	666	30	162430	383	3.06385	9243	616	117	1332	15	162430	383	9810	654	150	1382	15	162380	433	0			0			15	162380	162813	240.04	224.76													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 23			9	12658	230	117	516	55	134367	333	"Rectangle 15,Rectangle 37,Rectangle 42"		2.98609	12325	228	117	516	54	206532	183	2.98903	13524	520	117	1915	26	134367	333	14606	562	183	1932	26	134367	333	0			0			29	206465	207431	184.98	164.96													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 24			9	12941	240	67	650	54	209496	383	"Rectangle 15,Rectangle 37,Rectangle 42"		3.01801	11658	243	67	650	48	209496	383	3.01664	14456	657	83	2132	22	209496	766	15156	689	100	2148	22	209430	833	0			0			28	209430	210263	274.25	67.66													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 25			9	31894	301	67	1133	106	305095	117	"Rectangle 15,Rectangle 37,Rectangle 42"		2.89796	29579	293	67	1133	101	305095	117	2.89521	38140	2119	83	10176	18	305095	10176	38856	2159	133	10193	18	305079	10193	0			0			67	305079	315271	239.47	214.9													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 26			9	5746	261	117	600	22	328945	217	"Rectangle 15,Rectangle 37,Rectangle 42"		2.81544	5746	261	117	600	22	328945	217	2.81544	6112	679	167	2715	9	328945	217	6462	718	200	2765	9	328895	266	0			0			13	328895	329161	135.44	254.68													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 27			9	4813	229	100	566	21	346432	133	"Rectangle 15,Rectangle 37,Rectangle 42"		2.77677	4813	229	100	566	21	346432	133	2.77677	5163	645	133	1149	8	346432	133	5513	689	200	1182	8	346366	200	0			0			13	346366	346566	167.67	42.84													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 28			9	583	291	217	366	2	328945	217	"Rectangle 15,Rectangle 37,Rectangle 42"		2.83115	583	291	217	366	2	328945	217	2.83115	583	291	217	366	2	328945	217	683	341	266	416	2	328895	266	0			0			0	328895	329161	135.44	254.68													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 29			9	983	197	117	316	5	347099	150	"Rectangle 15,Rectangle 37,Rectangle 42"		2.81129	983	197	117	316	5	347099	150	2.81129	999	250	117	350	4	347099	350	1149	287	150	400	4	347049	400	0			0			1	347049	347448	153.08	65.9													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 30			9	2315	289	133	600	8	354960	600	"Rectangle 15,Rectangle 37,Rectangle 42"		2.82514	2315	289	133	600	8	354960	600	2.82514	2348	391	183	600	6	354960	600	2532	422	217	633	6	354926	633	0			0			2	354926	355559	72.46	210.93													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 31			9	1399	233	167	383	6	354710	217	"Rectangle 15,Rectangle 37,Rectangle 42"		2.79194	1399	233	167	383	6	354710	217	2.79194	1416	283	167	600	5	354710	217	1582	316	200	616	5	354660	266	0			0			1	354660	354926	198.81	72.46													
